,Hours,NO net exchange,SE net exchange,FI net exchange,DK,EE net exchange,LV net exchange,LT net exchange
17/01/2018,18 - 19,-4206,-1265,2565,1507,-364,-244,1548
17/01/2018,19 - 20,-3611,-1398,2609,1387,-429,-201,1508
17/01/2018,20 - 21,-1638,-1281,2311,1443,-562,-147,1414
17/01/2018,21 - 22,-828,-1209,2495,1217,-590,49,1193
17/01/2018,22 - 23,11,-1495,2351,740,-660,307,1051
17/01/2018,23 - 00,512,-1210,2003,524,-792,273,1516
18/01/2018,00 - 01,1108,-752,1823,477,-772,43,1046
18/01/2018,01 - 02,1899,-595,1658,218,-797,15,1007
18/01/2018,02 - 03,2023,-471,1647,119,-790,6,989
18/01/2018,03 - 04,2096,-269,1744,144,-767,14,1002
18/01/2018,04 - 05,1637,-367,1902,227,-724,40,1065
18/01/2018,05 - 06,-192,-259,2436,566,-600,-71,1271
18/01/2018,06 - 07,-1442,-515,2459,1034,-434,-174,1495
18/01/2018,07 - 08,-2981,-754,2331,1177,-362,-148,1404
18/01/2018,08 - 09,-2808,-652,2164,1489,-326,-112,1411
18/01/2018,09 - 10,-2811,-814,2320,1635,-307,-209,1408
18/01/2018,10 - 11,-2903,-662,2470,1828,-339,-215,1377
18/01/2018,11 - 12,-3108,-755,2433,1891,-357,-255,1436
18/01/2018,12 - 13,-3590,-788,2400,2030,-347,-237,1442
18/01/2018,13 - 14,-3189,-722,2408,1970,-354,-240,1514
18/01/2018,14 - 15,-3019,-742,2439,1768,-355,-237,1489
18/01/2018,15 - 16,-3463,-509,2485,1631,-288,-175,1275
18/01/2018,16 - 17,-3402,-679,2488,1765,-315,-198,1300
18/01/2018,17 - 18,-3977,-428,2522,2001,-356,-155,1257
18/01/2018,18 - 19,-4250,-777,2603,2071,-380,-205,1190
18/01/2018,19 - 20,-4270,-1044,2660,1831,-425,-249,1314
18/01/2018,20 - 21,-3964,-1340,2428,1740,-475,-262,1225
18/01/2018,21 - 22,-3573,-1153,2813,1692,-598,-90,1053
18/01/2018,22 - 23,-3224,-1107,2717,1404,-674,-18,952
18/01/2018,23 - 00,-1672,-811,2296,1271,-718,55,1109
19/01/2018,00 - 01,-2724,-258,2134,1137,-722,98,1422
19/01/2018,01 - 02,-3013,-328,2077,1235,-737,83,1386
19/01/2018,02 - 03,-2396,-218,2097,1287,-756,53,1372
19/01/2018,03 - 04,-2206,-243,2251,1302,-748,70,1391
19/01/2018,04 - 05,-3038,-415,2343,1331,-747,91,1326
19/01/2018,05 - 06,-4768,-524,2667,1481,-622,173,1356
19/01/2018,06 - 07,-5288,-1298,2759,1403,-484,-151,1306
19/01/2018,07 - 08,-4251,-653,3063,1653,-381,-485,1285
19/01/2018,08 - 09,-3646,-477,2929,1799,-366,-496,1323
19/01/2018,09 - 10,-3757,-603,3028,1661,-367,-562,1340
19/01/2018,10 - 11,-4009,-475,3033,1609,-378,-575,1374
19/01/2018,11 - 12,-4171,-616,3020,1428,-393,-609,1371
19/01/2018,12 - 13,-4457,-975,2793,1287,-361,-594,1404
19/01/2018,13 - 14,-4482,-1086,2710,1143,-386,-599,1566
19/01/2018,14 - 15,-4291,-1101,2717,1097,-407,-599,1528
19/01/2018,15 - 16,-4815,-813,2855,1076,-350,-736,1361
19/01/2018,16 - 17,-4458,-240,2906,1125,-353,-738,1168
19/01/2018,17 - 18,-4233,-72,2965,1375,-401,-752,1195
19/01/2018,18 - 19,-4364,-370,3081,1162,-435,-706,1294
19/01/2018,19 - 20,-4895,-833,2843,788,-504,-530,1450
19/01/2018,20 - 21,-5027,-842,2999,780,-537,-572,1369
19/01/2018,21 - 22,-5266,-668,3287,824,-589,-479,1243
19/01/2018,22 - 23,-5294,-519,3007,903,-670,-382,1132
19/01/2018,23 - 00,-3623,-523,2817,415,-761,-349,1171
20/01/2018,00 - 01,-3815,284,2707,674,-623,214,1251
20/01/2018,01 - 02,-2676,285,2553,556,-634,228,1221
20/01/2018,02 - 03,-1732,142,2552,463,-621,233,1432
20/01/2018,03 - 04,-862,178,2533,458,-566,236,1254
20/01/2018,04 - 05,-996,335,2586,448,-520,170,1301
20/01/2018,05 - 06,-1727,591,2851,437,-493,-20,1269
20/01/2018,06 - 07,-2526,882,2815,449,-437,-9,1191
20/01/2018,07 - 08,-4043,856,3125,699,-382,-90,1272
20/01/2018,08 - 09,-4740,113,2827,671,-363,-70,1361
20/01/2018,09 - 10,-4814,-1073,2707,558,-310,-236,1413
20/01/2018,10 - 11,-4564,-1438,2794,391,-316,-221,1427
20/01/2018,11 - 12,-4466,-1344,2818,449,-414,-304,1414
20/01/2018,12 - 13,-4385,-1488,2842,295,-429,-226,1393
20/01/2018,13 - 14,-4362,-1672,2853,371,-435,-230,1365
20/01/2018,14 - 15,-4343,-1767,2967,419,-436,-257,1348
20/01/2018,15 - 16,-4498,-1662,3126,597,-398,-211,1380
20/01/2018,16 - 17,-4398,-1341,3201,846,-408,-45,1291
20/01/2018,17 - 18,-4376,-1196,3301,1061,-441,-60,1276
20/01/2018,18 - 19,-4322,-1425,3207,892,-472,-90,1225
20/01/2018,19 - 20,-4212,-1573,2947,572,-506,-109,1350
20/01/2018,20 - 21,-4202,-1515,2712,694,-543,-93,1278
20/01/2018,21 - 22,-4626,-1490,3255,824,-604,80,1169
20/01/2018,22 - 23,-4734,-1459,3334,691,-631,231,1055
20/01/2018,23 - 00,-3474,-1883,2847,679,-687,274,994
21/01/2018,00 - 01,-4072,-150,2619,960,-541,275,1171
21/01/2018,01 - 02,-3668,404,2452,793,-361,255,1588
21/01/2018,02 - 03,-2310,779,2471,739,-295,244,1574
21/01/2018,03 - 04,-1385,1075,2540,820,-298,223,1579
21/01/2018,04 - 05,-1580,1258,2544,842,-259,179,1527
21/01/2018,05 - 06,-2072,1496,2539,962,-237,14,1545
21/01/2018,06 - 07,-2317,1775,2451,1083,-194,16,1365
21/01/2018,07 - 08,-3811,1381,2566,1265,-185,-141,1201
21/01/2018,08 - 09,-4225,217,2455,1376,-221,-85,1273
21/01/2018,09 - 10,-4750,-762,2543,1178,-156,-46,1320
21/01/2018,10 - 11,-4528,-1206,2689,1116,-155,-110,1330
21/01/2018,11 - 12,-4495,-1203,2680,988,-158,-143,1347
21/01/2018,12 - 13,-4368,-1272,2604,919,-158,-140,1332
21/01/2018,13 - 14,-4565,-1060,2479,1009,-153,-58,1321
21/01/2018,14 - 15,-4454,-935,2375,1058,-126,-59,1314
21/01/2018,15 - 16,-4517,-676,2485,1058,-110,-27,1409
21/01/2018,16 - 17,-4451,-408,2703,1181,-40,-95,1475
21/01/2018,17 - 18,-4436,-152,2547,1404,-66,-146,1497
21/01/2018,18 - 19,-4217,-368,2592,1193,-86,-170,1473
21/01/2018,19 - 20,-4539,-504,2554,844,-127,-181,1411
21/01/2018,20 - 21,-4786,-364,2416,928,-167,-111,1255
21/01/2018,21 - 22,-4263,154,3183,1051,-226,246,1117
21/01/2018,22 - 23,-4384,138,3191,748,-415,320,1095
21/01/2018,23 - 00,-3659,1129,2953,493,-436,235,1306
22/01/2018,00 - 01,-1903,1275,2708,264,-212,-250,1616
22/01/2018,01 - 02,-293,1178,2533,111,-264,-285,1573
22/01/2018,02 - 03,-195,1156,2525,44,-303,-302,1597
22/01/2018,03 - 04,-126,1208,2639,-148,-279,-488,1618
22/01/2018,04 - 05,-691,1324,2537,-129,-332,-475,1270
22/01/2018,05 - 06,-2125,1585,2699,-12,-414,-453,1413
22/01/2018,06 - 07,-3578,1825,2738,-61,-275,-662,1079
22/01/2018,07 - 08,-3999,1305,2858,58,-235,-842,1153
22/01/2018,08 - 09,-3508,1383,2693,-97,-191,-809,1174
22/01/2018,09 - 10,-3697,1252,2644,-126,-148,-723,1206
22/01/2018,10 - 11,-4163,949,2737,72,-186,-704,1212
22/01/2018,11 - 12,-4266,809,2952,275,-222,-743,1188
22/01/2018,12 - 13,-4238,648,2915,105,-150,-730,1172
22/01/2018,13 - 14,-4525,531,2913,171,-196,-819,1340
22/01/2018,14 - 15,-4451,550,2996,271,-176,-751,1170
22/01/2018,15 - 16,-4511,728,3001,213,-191,-744,1125
22/01/2018,16 - 17,-4090,923,3182,202,-268,-750,1159
22/01/2018,17 - 18,-4280,1150,3109,713,-204,-675,1143
22/01/2018,18 - 19,-4356,907,3153,664,-254,-631,1137
22/01/2018,19 - 20,-4552,289,3345,344,-166,-678,1131
22/01/2018,20 - 21,-4680,-94,3077,57,-232,-725,1342
22/01/2018,21 - 22,-4783,-563,3312,256,-312,-262,1369
22/01/2018,22 - 23,-4653,-895,3319,585,-406,-282,1492
22/01/2018,23 - 00,-5196,-435,2977,622,-470,-230,1651
23/01/2018,00 - 01,-5570,445,2743,766,-454,-258,1719
23/01/2018,01 - 02,-5251,599,2615,957,-444,-301,1680
23/01/2018,02 - 03,-4860,525,2619,913,-456,-221,1697
23/01/2018,03 - 04,-4439,580,2584,901,-451,-208,1708
23/01/2018,04 - 05,-4663,106,2610,829,-428,-287,1673
23/01/2018,05 - 06,-4948,-196,3031,609,-318,-599,1514
23/01/2018,06 - 07,-5170,-213,2898,487,-201,-545,1131
23/01/2018,07 - 08,-4431,-93,3054,652,-185,-648,1215
23/01/2018,08 - 09,-3837,-258,2929,374,-100,-646,1258
23/01/2018,09 - 10,-4378,-683,2858,359,-82,-652,1253
23/01/2018,10 - 11,-4271,-710,2968,184,-88,-663,1229
23/01/2018,11 - 12,-4273,-558,2945,294,-96,-638,1189
23/01/2018,12 - 13,-4759,-847,2822,141,-76,-619,1415
23/01/2018,13 - 14,-4628,-1172,2868,149,-111,-626,1587
23/01/2018,14 - 15,-4186,-1491,2900,-228,-91,-651,1638
23/01/2018,15 - 16,-3588,-1073,2953,-175,-89,-649,1399
23/01/2018,16 - 17,-4042,-837,2909,-168,-124,-634,1615
23/01/2018,17 - 18,-3972,-926,2824,-344,-162,-663,1566
23/01/2018,18 - 19,-3665,-934,2953,-540,-191,-706,1584
23/01/2018,19 - 20,-2986,-978,3026,-1303,-256,-658,1494
23/01/2018,20 - 21,-2032,-889,2862,-1702,-320,-543,1347
23/01/2018,21 - 22,-1026,-734,3050,-1987,-428,-16,1368
23/01/2018,22 - 23,552,-1390,3210,-2049,-488,-41,1399
23/01/2018,23 - 00,1234,-2090,3142,-1974,-507,106,1450
24/01/2018,00 - 01,2468,-2192,2674,-2339,-137,127,927
24/01/2018,01 - 02,2757,-2238,2478,-1994,-65,103,1227
24/01/2018,02 - 03,3127,-2233,2469,-1672,-63,101,1233
24/01/2018,03 - 04,3525,-2375,2505,-1377,-59,104,1222
24/01/2018,04 - 05,3346,-2537,2688,-1511,-17,54,935
24/01/2018,05 - 06,2194,-2321,3074,-1408,-58,-96,1054
24/01/2018,06 - 07,-75,-2086,2720,-831,-111,19,1241
24/01/2018,07 - 08,-2537,-2527,2570,-395,-78,-267,1212
24/01/2018,08 - 09,-2852,-2274,2353,-272,1,-268,1182
24/01/2018,09 - 10,-2856,-2025,2268,-466,3,-306,1240
24/01/2018,10 - 11,-1849,-1619,2205,-782,-5,-322,1282
24/01/2018,11 - 12,-1041,-1570,2098,-994,-9,-317,1419
24/01/2018,12 - 13,-247,-1527,2026,-1278,7,-362,1440
24/01/2018,13 - 14,240,-1755,2016,-1686,-12,-371,1417
24/01/2018,14 - 15,348,-2061,2085,-1613,-12,-385,1419
24/01/2018,15 - 16,383,-2036,2294,-1781,-9,-336,1230
24/01/2018,16 - 17,162,-2108,2274,-1697,-3,-263,1085
24/01/2018,17 - 18,-312,-2224,2371,-864,-35,-232,1031
24/01/2018,18 - 19,435,-2857,2333,-855,-45,-271,1060
24/01/2018,19 - 20,1554,-2890,2445,-1101,-67,-118,1278
24/01/2018,20 - 21,2066,-3149,2496,-1131,156,-119,1163
24/01/2018,21 - 22,2431,-3231,2879,-1359,34,15,1049
24/01/2018,22 - 23,3127,-3597,2944,-1484,-50,25,1026
24/01/2018,23 - 00,2350,-3420,2910,-1553,-50,38,1386
25/01/2018,00 - 01,3301,-4072,2508,-2110,-48,101,1343
25/01/2018,01 - 02,3326,-3871,2202,-2026,-96,85,1301
25/01/2018,02 - 03,3792,-3707,2118,-2005,-104,74,1283
25/01/2018,03 - 04,4161,-3736,2081,-1854,-88,81,1289
25/01/2018,04 - 05,4421,-3860,2230,-1591,-48,30,1344
25/01/2018,05 - 06,3812,-4095,2496,-1720,-16,-17,1520
25/01/2018,06 - 07,1808,-4026,2521,-1435,10,20,1180
25/01/2018,07 - 08,-1038,-3507,2182,-1050,25,-149,1287
25/01/2018,08 - 09,-1632,-3758,1741,-296,-31,-134,1336
25/01/2018,09 - 10,-1869,-3966,1671,563,-23,-133,1393
25/01/2018,10 - 11,-1801,-3973,1745,338,-24,-133,1325
25/01/2018,11 - 12,-1712,-3903,1833,-33,-36,-166,1313
25/01/2018,12 - 13,-1471,-3995,1809,-242,-10,-129,1380
25/01/2018,13 - 14,-1538,-4071,1750,-326,-37,-156,1401
25/01/2018,14 - 15,-1822,-4005,1474,132,-47,-166,1436
25/01/2018,15 - 16,-2266,-3926,1575,314,-48,-94,1445
25/01/2018,16 - 17,-3139,-3879,1790,919,-21,-63,1340
25/01/2018,17 - 18,-3564,-4233,1763,896,-52,-93,1059
25/01/2018,18 - 19,-3482,-4331,1911,791,-82,-141,1190
25/01/2018,19 - 20,-3155,-4325,1953,657,-104,-26,1329
25/01/2018,20 - 21,-2922,-4172,1864,582,-20,31,1262
25/01/2018,21 - 22,-2717,-4284,2266,577,-74,5,1133
25/01/2018,22 - 23,-1773,-4634,2158,439,-101,19,1023
25/01/2018,23 - 00,-1335,-4669,1708,445,-222,42,1110
26/01/2018,00 - 01,-1926,-4185,1508,384,-234,112,1448
26/01/2018,01 - 02,-2063,-4141,1622,394,-169,101,1608
26/01/2018,02 - 03,-2151,-4050,1649,495,-164,91,1595
26/01/2018,03 - 04,-2438,-3866,1678,558,-130,104,1433
26/01/2018,04 - 05,-3155,-4077,1965,762,-192,55,1291
26/01/2018,05 - 06,-3859,-4093,2274,735,-96,12,1492
26/01/2018,06 - 07,-4147,-3786,2390,1059,-14,0,1416
26/01/2018,07 - 08,-4331,-3284,2361,1959,68,-167,1141
26/01/2018,08 - 09,-4119,-3221,2043,1893,36,-158,1153
26/01/2018,09 - 10,-3960,-3320,1981,1762,35,-227,1137
26/01/2018,10 - 11,-4283,-3114,2043,1805,29,-240,1133
26/01/2018,11 - 12,-4175,-3236,2088,1774,9,-182,1114
26/01/2018,12 - 13,-4214,-3317,2178,1687,43,-177,1158
26/01/2018,13 - 14,-4084,-3400,2126,1584,39,-196,1134
26/01/2018,14 - 15,-4050,-3393,2086,1564,34,-173,1112
26/01/2018,15 - 16,-4240,-3257,2236,1361,29,-158,1136
26/01/2018,16 - 17,-4511,-2927,2215,1505,51,-230,1179
26/01/2018,17 - 18,-4793,-2923,2114,1278,29,-262,1153
26/01/2018,18 - 19,-4415,-3114,2196,743,-15,-246,1070
26/01/2018,19 - 20,-4323,-3595,2345,811,64,-88,1417
26/01/2018,20 - 21,-3843,-3733,2537,1033,22,-140,1366
26/01/2018,21 - 22,-3761,-4038,2839,1219,-51,98,1263
26/01/2018,22 - 23,-3517,-4025,2868,1148,-127,166,1159
26/01/2018,23 - 00,-3215,-3648,2553,830,-150,251,1080
27/01/2018,00 - 01,-3835,-2838,2306,616,21,311,1031
27/01/2018,01 - 02,-3378,-2631,2079,522,13,294,973
27/01/2018,02 - 03,-3108,-2598,2054,443,40,287,948
27/01/2018,03 - 04,-3076,-2632,2136,429,42,291,944
27/01/2018,04 - 05,-3369,-2574,2216,480,-2,311,974
27/01/2018,05 - 06,-3929,-2695,2351,736,42,353,1072
27/01/2018,06 - 07,-3878,-3630,2290,931,119,306,1165
27/01/2018,07 - 08,-3750,-3714,2282,1010,167,60,1234
27/01/2018,08 - 09,-3836,-3486,2203,876,210,76,1304
27/01/2018,09 - 10,-4000,-3160,2327,616,244,-19,1339
27/01/2018,10 - 11,-4251,-3061,2536,636,248,-22,1290
27/01/2018,11 - 12,-4250,-3028,2662,696,262,60,1209
27/01/2018,12 - 13,-4092,-2753,2610,359,278,47,1178
27/01/2018,13 - 14,-3803,-2638,2699,-47,302,33,1145
27/01/2018,14 - 15,-3253,-2683,2793,-465,328,25,1106
27/01/2018,15 - 16,-3146,-2524,3058,-736,343,-9,1161
27/01/2018,16 - 17,-3243,-2090,3191,-1131,367,-20,1237
27/01/2018,17 - 18,-3294,-2094,3264,-942,351,-20,1237
27/01/2018,18 - 19,-2405,-2283,3116,-1443,295,41,1216
27/01/2018,19 - 20,-1549,-2158,3024,-1880,277,70,1175
27/01/2018,20 - 21,-56,-1651,2853,-2350,234,263,1087
27/01/2018,21 - 22,1304,-2151,3145,-2284,270,505,1006
27/01/2018,22 - 23,1926,-2291,3164,-2420,234,439,875
27/01/2018,23 - 00,2322,-2443,2844,-2038,182,382,1012
28/01/2018,00 - 01,2035,-2494,2596,-1271,134,495,976
28/01/2018,01 - 02,2429,-2448,2496,-831,112,476,1159
28/01/2018,02 - 03,3383,-2500,2470,-801,106,458,1347
28/01/2018,03 - 04,3171,-2424,2506,-963,107,457,1324
28/01/2018,04 - 05,3413,-2185,2452,-1078,131,465,1296
28/01/2018,05 - 06,3156,-2033,2537,-1639,156,403,1142
28/01/2018,06 - 07,2847,-2126,2513,-1271,197,315,1202
28/01/2018,07 - 08,2667,-1997,2520,-1515,269,304,1222
28/01/2018,08 - 09,2224,-1973,2508,-1519,315,339,1212
28/01/2018,09 - 10,2226,-2073,2505,-1550,320,380,870
28/01/2018,10 - 11,1695,-2098,2490,-1549,327,403,918
28/01/2018,11 - 12,1470,-2364,2540,-1526,333,414,874
28/01/2018,12 - 13,1527,-2394,2486,-1536,338,408,931
28/01/2018,13 - 14,1864,-2430,2403,-1683,360,404,893
28/01/2018,14 - 15,2057,-2527,2418,-1626,378,341,876
28/01/2018,15 - 16,1717,-2398,2715,-1312,447,305,887
28/01/2018,16 - 17,1074,-2173,2999,-1198,430,126,971
28/01/2018,17 - 18,454,-2065,3023,-798,419,94,979
28/01/2018,18 - 19,300,-2163,3050,-623,414,74,959
28/01/2018,19 - 20,660,-2462,2782,-308,372,139,899
28/01/2018,20 - 21,1199,-2195,2497,-344,380,188,808
28/01/2018,21 - 22,1655,-2509,2926,-428,308,251,710
28/01/2018,22 - 23,2307,-2827,2880,-457,244,510,597
28/01/2018,23 - 00,2909,-2634,2674,-533,192,482,778
29/01/2018,00 - 01,3251,-2275,2536,-585,109,457,896
29/01/2018,01 - 02,3859,-1893,2449,-925,64,444,870
29/01/2018,02 - 03,4320,-1531,2331,-1030,31,436,865
29/01/2018,03 - 04,3726,-1364,2238,-1201,7,448,881
29/01/2018,04 - 05,3083,-1682,2446,-1451,38,345,956
29/01/2018,05 - 06,1787,-1490,2805,-1447,-112,329,765
29/01/2018,06 - 07,748,-1211,2847,-1511,-122,262,982
29/01/2018,07 - 08,-557,-862,2659,-1713,-34,-137,1005
29/01/2018,08 - 09,-531,-1033,2473,-1376,-14,-136,992
29/01/2018,09 - 10,-469,-1220,2410,-1399,-16,-275,1125
29/01/2018,10 - 11,-409,-1200,2454,-1451,1,-407,1222
29/01/2018,11 - 12,-381,-1192,2402,-1498,-10,-440,1248
29/01/2018,12 - 13,-174,-1034,2453,-1330,-8,-409,1295
29/01/2018,13 - 14,-171,-1089,2550,-1373,-13,-248,1324
29/01/2018,14 - 15,-194,-1170,2477,-1499,-10,-273,1323
29/01/2018,15 - 16,-629,-1066,2585,-1501,4,-229,1203
29/01/2018,16 - 17,-560,-793,2567,-1163,58,-125,963
29/01/2018,17 - 18,-1719,-694,2432,-748,41,-133,814
29/01/2018,18 - 19,-2631,-1228,2706,-700,0,-127,844
29/01/2018,19 - 20,-822,-1196,2707,-1223,-54,-169,1033
29/01/2018,20 - 21,798,-837,2553,-1842,-44,-163,881
29/01/2018,21 - 22,1191,-1311,2942,-1306,-71,311,703
29/01/2018,22 - 23,2056,-1419,2884,-1785,-100,296,619
29/01/2018,23 - 00,2339,-1418,2490,-1751,-120,214,855
30/01/2018,00 - 01,2145,-1256,2098,-2205,-71,-112,1176
30/01/2018,01 - 02,2267,-1138,1893,-2236,-49,-147,1158
30/01/2018,02 - 03,2729,-1199,1814,-2345,-69,-159,1130
30/01/2018,03 - 04,2722,-1372,1888,-2080,-80,-144,1142
30/01/2018,04 - 05,1915,-1542,2159,-2100,-92,-226,1136
30/01/2018,05 - 06,39,-1373,2685,-1592,-230,-220,968
30/01/2018,06 - 07,-2317,-1302,2963,-1402,-164,-165,1057
30/01/2018,07 - 08,-3023,-929,2821,-781,-55,-392,1077
30/01/2018,08 - 09,-3021,-1055,2414,-357,-22,-389,1142
30/01/2018,09 - 10,-3335,-1076,2597,-135,-20,-408,1042
30/01/2018,10 - 11,-3397,-1027,2593,-151,-5,-402,1076
30/01/2018,11 - 12,-3278,-1307,2776,-142,-8,-434,1048
30/01/2018,12 - 13,-3069,-1478,2745,-137,24,-417,1149
30/01/2018,13 - 14,-3078,-1648,2719,177,27,-432,1102
30/01/2018,14 - 15,-2863,-1716,2639,183,17,-455,971
30/01/2018,15 - 16,-3275,-1540,2638,220,-3,-457,922
30/01/2018,16 - 17,-3736,-1734,2949,623,30,-426,874
30/01/2018,17 - 18,-4431,-1861,2975,541,7,-449,877
30/01/2018,18 - 19,-4368,-2125,3097,521,-29,-494,876
30/01/2018,19 - 20,-4405,-2191,3100,84,-74,-420,1012
30/01/2018,20 - 21,-4042,-2359,2890,42,-126,-196,1114
30/01/2018,21 - 22,-3568,-2375,3088,-66,-225,20,988
30/01/2018,22 - 23,-2823,-2176,3035,-225,-324,-120,880
30/01/2018,23 - 00,-1953,-1743,2734,-867,-357,-41,1018
31/01/2018,00 - 01,-943,-1544,2551,-1107,-252,-146,1454
31/01/2018,01 - 02,-217,-1601,2424,-1334,-256,-165,1516
31/01/2018,02 - 03,1345,-1662,2447,-1298,-147,-176,1510
31/01/2018,03 - 04,1923,-1718,2578,-1519,-132,-162,1542
31/01/2018,04 - 05,2370,-1827,2765,-1525,-326,-169,1474
31/01/2018,05 - 06,1646,-1582,2837,-1231,-332,-198,1424
31/01/2018,06 - 07,-1180,-1378,2920,-1013,-187,-359,1172
31/01/2018,07 - 08,-2445,-1764,2846,-600,-85,-306,1073
31/01/2018,08 - 09,-2297,-1937,2604,-599,-53,-308,1352
31/01/2018,09 - 10,-1510,-2027,2640,-677,-58,-272,1187
31/01/2018,10 - 11,-1642,-1738,2533,-468,-83,-292,1317
31/01/2018,11 - 12,-676,-1817,2471,-927,-107,-386,1268
31/01/2018,12 - 13,-34,-1461,2318,-817,-100,-363,1311
31/01/2018,13 - 14,318,-1734,2290,-422,-132,-277,1433
31/01/2018,14 - 15,-44,-1848,2271,-685,-99,-271,1366
31/01/2018,15 - 16,-400,-2208,2267,-309,-68,-180,1316
31/01/2018,16 - 17,-1031,-2273,2497,-193,-45,-134,1311
31/01/2018,17 - 18,-2327,-1929,2626,-465,-129,-147,1057
31/01/2018,18 - 19,-3196,-2484,2784,-486,-171,-159,1113
31/01/2018,19 - 20,-2445,-3039,2807,-484,-174,-185,1033
31/01/2018,20 - 21,-702,-2903,2372,-585,-143,-47,944
31/01/2018,21 - 22,973,-2915,2430,-594,-174,142,777
31/01/2018,22 - 23,2215,-3023,2377,-1080,-220,129,777
31/01/2018,23 - 00,3133,-2833,1920,-1392,-227,67,809
01/02/2018,00 - 01,3505,-2736,1592,-1775,-197,119,1044
01/02/2018,01 - 02,3468,-2573,1516,-2033,-229,97,1263
01/02/2018,02 - 03,3951,-2485,1481,-2212,-244,95,1256
01/02/2018,03 - 04,4291,-2599,1467,-1875,-226,108,1261
01/02/2018,04 - 05,4042,-2825,1687,-2036,-228,104,892
01/02/2018,05 - 06,2068,-2866,2281,-2019,-258,30,858
01/02/2018,06 - 07,-766,-2772,2400,-1234,-238,-137,1084
01/02/2018,07 - 08,-2124,-2761,2329,-397,-221,-335,1417
01/02/2018,08 - 09,-2195,-3027,2166,-162,-186,-383,1481
01/02/2018,09 - 10,-2120,-3064,2139,-245,-172,-274,1376
01/02/2018,10 - 11,-2265,-2920,2231,-406,-141,-285,1373
01/02/2018,11 - 12,-1729,-2924,2540,-749,-168,-303,1437
01/02/2018,12 - 13,-1207,-3234,2643,-1042,-153,-291,1536
01/02/2018,13 - 14,-1477,-3308,2507,-524,-147,-309,1534
01/02/2018,14 - 15,-1636,-3174,2032,-464,-133,-340,1514
01/02/2018,15 - 16,-1546,-3072,1893,-492,-152,-343,1445
01/02/2018,16 - 17,-1830,-3061,2156,-550,-111,-319,1305
01/02/2018,17 - 18,-2758,-2741,2147,-156,-138,-311,1313
01/02/2018,18 - 19,-3053,-2966,2350,-41,-163,-376,1282
01/02/2018,19 - 20,-2366,-3327,2424,120,-201,-332,1449
01/02/2018,20 - 21,-1518,-3238,2082,346,-239,-383,1358
01/02/2018,21 - 22,-1292,-3363,2263,188,-322,137,1223
01/02/2018,22 - 23,-522,-3557,2247,143,-448,93,1071
01/02/2018,23 - 00,964,-2566,1974,-877,-476,41,988
02/02/2018,00 - 01,966,-2343,1715,-887,-512,170,942
02/02/2018,01 - 02,1281,-2359,1496,-1066,-523,156,1139
02/02/2018,02 - 03,1491,-2435,1441,-1272,-535,144,1464
02/02/2018,03 - 04,1357,-2446,1463,-1109,-521,155,1497
02/02/2018,04 - 05,731,-2599,1704,-1122,-444,142,1014
02/02/2018,05 - 06,-1308,-2824,2041,-1027,-361,68,1253
02/02/2018,06 - 07,-2801,-2801,2114,-760,-191,-228,1315
02/02/2018,07 - 08,-2854,-2038,1822,-320,-96,-375,1341
02/02/2018,08 - 09,-2909,-2046,1588,-336,-73,-346,1393
02/02/2018,09 - 10,-2912,-2094,1648,-446,-71,-381,1372
02/02/2018,10 - 11,-3120,-2018,1816,-297,-83,-380,1503
02/02/2018,11 - 12,-3126,-1816,1944,-54,-66,-395,1315
02/02/2018,12 - 13,-3007,-1766,2054,-38,-51,-381,1437
02/02/2018,13 - 14,-3274,-1847,1896,159,-93,-361,1480
02/02/2018,14 - 15,-3269,-2085,1783,77,-110,-350,1478
02/02/2018,15 - 16,-2849,-2247,1593,-84,-110,-337,1447
02/02/2018,16 - 17,-3092,-2312,1721,27,-58,-260,1290
02/02/2018,17 - 18,-3356,-2003,1538,325,-112,-390,1075
02/02/2018,18 - 19,-3644,-2318,1698,300,-147,-392,989
02/02/2018,19 - 20,-3412,-2570,1664,281,-163,-179,1139
02/02/2018,20 - 21,-2921,-2529,1403,423,-136,-114,1234
02/02/2018,21 - 22,-2938,-3038,1856,532,-195,311,1111
02/02/2018,22 - 23,-2580,-2646,1798,336,-285,264,1011
02/02/2018,23 - 00,-1213,-2075,1528,-22,-320,229,921
03/02/2018,00 - 01,-1923,-2020,1253,80,-240,250,882
03/02/2018,01 - 02,-1801,-2160,1132,198,-238,326,838
03/02/2018,02 - 03,-1756,-2301,1124,253,-248,313,835
03/02/2018,03 - 04,-1768,-2355,1113,269,-248,318,848
03/02/2018,04 - 05,-1804,-2321,1172,227,-233,250,892
03/02/2018,05 - 06,-2109,-2135,1571,178,-187,124,956
03/02/2018,06 - 07,-2544,-2104,1680,323,-128,104,1071
03/02/2018,07 - 08,-2711,-2784,1716,541,-53,119,1135
03/02/2018,08 - 09,-3065,-3305,1707,753,25,183,1220
